uid,latitude,longitude,date,usable
dzry,39.25322842,-96.58069682,2021-10-11,ok
dzsc,35.063,-79.1170540132266,2020-12-09,ko
dzsu,38.307,-121.794,2016-05-18,ok
dztm,39.21155,-97.00559,2016-07-25,ok
dzto,38.0739,-121.212,2021-07-20,ok
dzuo,36.35,-79.1133464712446,2019-09-10,ko
dzuw,37.7261,-122.163,2014-02-09,ok
dzwu,40.40586,-76.08,2019-07-16,ok
dzxc,47.513167,-90.148667,2017-08-26,ko
dzxy,38.927118,-80.497177,2016-07-27,ok
dzzz,41.840833,-82.916667,2016-04-04,ko
eaam,35.6712166259095,-79.2281814048995,2015-04-22,ok
eabd,35.98,-78.8041142847033,2019-04-17,ok
eacb,35.9049908073383,-79.1177993529259,2019-08-22,ok
eacl,38.7686666488647,-75.3178833325704,2017-06-28,ok
eacq,35.7053898805729,-79.1647082861682,2016-08-31,ok
eacr,35.6661332212049,-79.2376232784802,2017-06-21,ok
eadl,37.2764,-120.954,2016-06-14,ok
eadu,37.9792,-121.57,2020-02-18,ok
eaes,35.67,-79.0497744847271,2020-07-09,ok
eaev,35.74,-79.02,2019-09-04,ok
eafs,35.9075995670698,-79.138678549226,2020-09-24,ok
eahb,35.865269334759,-78.7998887330711,2015-08-06,ok
eahy,35.6322793427531,-79.3005031904944,2016-06-07,ok
eaic,39.5863833333333,-84.9948666666667,2016-06-13,ko
eaio,44.74,-82.06,2014-08-11,ok
eaja,37.72797,-97.82922,2016-06-07,ok
eake,43.716667,-78.026667,2014-08-17,ko
ealo,38.2996,-121.383,2018-05-15,ok
eamn,36.9818,-120.221,2013-01-08,ko
eamv,35.6569245404311,-79.2547274054904,2013-07-10,ok
eamy,35.13,-78.7235802418315,2019-09-29,ko
eamz,36.055,-78.763,2013-12-02,ok
eans,36.055,-78.763,2015-05-14,ok
earb,35.6689809924268,-79.2323338519193,2016-02-17,ok
easa,36.8686,-120.182,2017-10-10,ko
eatf,41.7098691666667,-85.0363,2016-08-02,ok
eath,35.7250847469678,-79.1281272052794,2018-06-06,ok
eatn,48.437167,-87.0985,2017-08-25,ko
eatw,40.7794940736111,-85.6374722222222,2018-07-30,ok
eaty,33.6401,-117.553,2016-04-20,ko
eatz,35.8879406990927,-78.9813388913933,2019-06-11,ok
eaua,34.9638,-120.642,2020-03-17,ko
eaxa,36.3247,-119.079,2017-05-24,ko
eaxv,35.6634983674575,-79.2425172338964,2019-01-15,ok
eayf,35.61133,-78.9830788244183,2016-08-31,ok
eazl,38.5901,-121.731,2015-03-19,ok
ebaa,36.7593,-121.755,2021-12-15,ko
ebbg,34.4316,-119.847,2013-05-29,ko
ebbq,48.0825,-89.252383,2014-08-27,ko
ebbr,37.5582,-121.164,2019-07-09,ok
ebfk,39.794631,-79.368053,2019-09-05,ko
ebfx,37.5477,-121.085,2020-03-10,ok
ebgx,35.6538904664189,-79.260362869303,2014-12-30,ok
ebhj,35.6635782115104,-79.2423689322171,2018-12-06,ok
ebhq,37.9674,-121.464,2016-01-06,ok
ebio,36.055,-78.763,2016-08-09,ok
ebje,39.997102,-79.236605,2020-08-25,ko
ebjt,38.814,-86.0806397222222,2018-07-23,ok
ebjw,36.592,-79.0640114459379,2014-07-17,ko
ebki,39.474744,-86.898353,2021-06-28,ok
ebkt,34.21,-77.94,2019-05-15,ko
ebll,44.09,-86.766667,2018-03-30,ok
ebok,35.68836,-78.6892787050529,2016-05-11,ok
ebot,35.9001459678368,-79.0790237026543,2017-04-18,ok
ebpy,35.837,-79.001,2015-06-22,ok
ebqs,35.38212,-103.49741,2016-09-29,ko
ebrj,39.767323,-96.028617,2015-09-14,ko
ebth,35.6989491269681,-79.1766712882966,2014-06-10,ok
ebua,42.43,-81.205,2013-04-03,ko
ebue,35.61133,-78.9761190923182,2016-06-22,ok
ebuo,36.17,-79.0713770960087,2018-05-31,ok
ebvt,35.79,-79.0327692255031,2020-05-18,ok
ebwb,39.21155,-97.00559,2014-10-13,ok
ebwj,37.8208,-121.5,2014-02-11,ok
ebwl,35.8706110808759,-78.8426413731142,2018-05-09,ok
ebwm,35.6566850082722,-79.2551723105282,2013-08-07,ok
ebwy,35.43,-79.0860589622573,2021-07-21,ok
ebxu,35.6364312335067,-79.2927915031719,2016-05-09,ok
ebyh,35.8797417399364,-78.9157185601644,2015-08-06,ok
ebyu,39.21067,-96.97298,2017-06-19,ok
ecac,35.5621,-119.151,2017-04-05,ko
ecbq,39.07775,-96.9059,2016-08-22,ok
ecbs,35.6704448000643,-79.2296149877992,2015-06-22,ok
ecbt,35.6840715184347,-79.2043048345356,2015-07-23,ok
ecde,42.027378,-78.967089,2015-10-26,ok
ecdk,41.840964,-79.009164,2015-09-30,ok
ecdr,37.7705,-121.292,2018-06-19,ok
ecee,39.1853,-121.704,2015-03-18,ok
ecef,37.6003,-121.224,2017-07-11,ok
ecej,35.6820488024266,-79.2080618104106,2016-07-19,ok
ecem,36.5597,-121.51,2015-12-15,ko
ecfy,36.42,-79.0775068987522,2019-09-18,ko
ecgc,35.43,-79.0856634911126,2021-05-19,ok
ecgw,39.93722,-77.44972,2017-08-01,ok
echc,37.2583,-120.475,2021-01-29,ok
eche,35.639811298415,-79.2865133987491,2017-09-20,ok
echj,37.9674,-121.464,2017-04-18,ok
ecjp,35.7132145977622,-79.1501747215988,2021-05-18,ok
ecjs,35.47727,-78.8896195647893,2016-07-29,ok
eckg,38.8121,-121.724,2015-06-09,ok
eclo,35.742,-79.2246809530335,2016-03-03,ok
ecmk,38.7688166936239,-75.1965666611989,2019-06-12,ok
ecms,35.7240733889638,-79.1300056932169,2018-07-05,ok
ecny,35.976,-78.7534076651174,2015-12-01,ok
ecoi,35.7046180547277,-79.1661418690679,2019-09-29,ok
ecol,35.52,-79.0823019863822,2017-09-18,ok
ecpz,35.84,-79.0,2017-11-15,ok
ecqr,35.99,-76.61,2021-05-17,ko
ecqt,39.07775,-96.9059,2014-08-11,ok
ecrh,35.4265,-118.832,2019-12-17,ko
ectd,35.8816672530716,-78.9311293955288,2016-06-07,ok
ecur,35.863561218268,-78.7862178307318,2014-11-25,ok
ecuu,36.15,-79.1069200651425,2020-09-23,ok
ecvl,40.2127,-79.4558,2019-08-29,ko
ecwp,38.0455,-121.469,2021-01-28,ok
ecxa,47.85615,-88.041917,2018-05-15,ko
ecxf,34.446,-119.876,2019-12-06,ko
ecxq,35.7120435516523,-79.1523498128949,2016-06-22,ok
ecxt,35.79,-79.0299514935968,2019-09-04,ok
ecyi,34.9414,-120.573,2018-01-09,ko
ecyy,41.52798,-84.90757,2017-08-02,ok
ecze,36.388,-78.8533295331249,2014-07-30,ko
eczl,35.794,-79.019422074368,2016-07-19,ok
eczm,36.04,-79.0891732975222,2018-05-03,ok
edaa,35.12,-78.7265629841601,2019-08-12,ko
edbb,41.707665,-73.382964,2018-08-28,ok
edbm,41.55644,-75.71394,2021-07-26,ok
edbn,41.43916,-75.2215,2019-08-20,ok
edbp,37.5477,-121.085,2019-07-09,ok
edcn,35.5621,-119.151,2019-05-02,ko
eder,35.6270096352583,-79.3102911013268,2015-09-09,ok
edex,37.4788,-121.068,2020-03-10,ok
edez,35.6419670878447,-79.2825092534086,2020-11-19,ok
edfx,35.435,-78.8789314047786,2014-07-23,ok
edgf,36.16902,-79.0547178740364,2015-07-29,ok
edhl,35.8614804218155,-78.7695641860639,2013-12-05,ok
edil,37.5394,-121.122,2020-06-09,ok
edir,35.6914704006748,-79.1905622122557,2018-08-09,ok
edjb,41.512172,-73.476168,2018-07-31,ok
edko,40.87398,-109.1379,2017-06-13,ko
edmb,35.976,-78.7655871962924,2016-10-26,ok
edmh,35.7223168197988,-79.1332683301611,2018-05-21,ok
edms,35.8846176361013,-78.9547427722967,2017-09-20,ok
ednc,38.3011,-121.73,2019-09-17,ok
ednf,40.717857,-79.510618,2013-07-23,ko
edoh,40.073179,-76.894562,2018-05-21,ok
edok,37.3032,-122.075,2016-02-01,ok
edop,35.98,-78.8157966921569,2019-12-10,ok
edqh,41.697709,-73.28029,2018-07-24,ok
edra,45.77843,-69.12447,2017-07-18,ok
edri,36.7723,-121.788,2014-02-28,ko
edsg,35.3575,-120.812,2013-05-30,ko
edss,37.1366,-120.762,2017-07-13,ok
edtt,41.40169,-105.8285,2017-08-15,ko
edua,39.701103,-79.394997,2014-08-26,ko
edwb,35.7051769630983,-79.1651037573129,2016-10-05,ok
edwc,40.38382,-76.0402,2019-08-12,ok
edwe,35.79,-79.0221903723812,2017-04-18,ok
edxa,34.2,-78.9159671220251,2018-05-07,ko
edyf,41.992305,-78.929219,2014-10-27,ok
edyh,35.04,-79.1196245756674,2021-11-18,ko
edze,34.73,-77.44,2019-12-16,ko
eeak,35.98,-78.7857207070104,2018-01-24,ok
eebg,35.8638717849028,-78.7887034493389,2015-02-11,ok
eeby,38.8121,-121.774,2013-11-19,ok
eecb,37.6399,-121.78,2014-10-14,ok
eedd,38.307,-121.794,2020-02-19,ok
eeeb,37.78239812,-97.53105031,2013-09-23,ok
eeee,36.21,-76.73,2017-08-17,ko
eeet,38.7686666488647,-75.3178833325704,2017-10-11,ok
eegy,38.1156,-121.494,2020-07-21,ok
eehn,41.992305,-78.929219,2016-10-17,ok
eeki,41.61917,-80.30083,2017-06-26,ko
eelz,35.65436,-79.013900495147,2016-08-31,ok
eeme,41.5161,-123.9992,2018-10-23,ok
eenf,35.98,-78.8426413731142,2021-11-18,ok
eenu,38.1602,-121.206,2015-02-09,ok
eeom,35.657004384484,-79.2545791038111,2013-07-10,ok
eepr,38.814,-86.0806397222222,2017-06-12,ok
eeqt,35.5621,-119.151,2020-02-05,ko
eeqv,41.321113,-80.483229,2016-07-20,ko
eero,35.385281,-104.186115,2016-07-13,ko
eesb,35.98,-78.7705584335067,2017-03-28,ok
eetb,35.7232749484342,-79.1314887100097,2018-05-21,ok
eets,34.965,-79.0839333048543,2016-09-22,ko
eeud,40.11194,-75.86886,2019-04-04,ok
eeup,36.3264,-119.354,2016-12-16,ko
eevc,35.74,-79.0800280273,2017-08-23,ok
eewd,39.40948,-74.77998,2017-09-06,ko
eeyx,35.6474763274984,-79.2722764375384,2018-01-10,ok
efbx,35.6437502716939,-79.2791971825714,2019-12-05,ok
efdp,37.9286,-121.561,2019-05-21,ok
efdr,47.740833,-88.737,2017-04-21,ko
efeb,35.711431413913,-79.1534867924361,2016-08-31,ok
efff,37.4555,-120.722,2014-09-09,ok
efgc,42.027378,-78.967089,2015-08-07,ok
efhw,38.37611,-97.07583,2017-07-10,ok
efiw,37.2764,-120.954,2014-12-04,ok
efkc,38.7688166936239,-75.1965666611989,2018-06-27,ok
efkg,40.0481,-119.5655,2017-08-24,ok
efkk,35.61,-78.9532514011324,2018-07-16,ok
efkx,35.6962078144834,-79.1817629792852,2015-09-09,ok
eflb,35.8880338690831,-78.9820845769754,2019-06-11,ok
eflm,35.65,-78.6840589059778,2021-06-15,ok
eflo,41.29095,-80.18321,2020-09-21,ko
efmv,36.7962,-121.782,2019-09-17,ko
efom,38.43742,-97.16167,2021-08-16,ok
efoy,40.28315,-77.41489,2018-11-29,ok
efpm,36.9893,-121.533,2020-04-28,ko
efqy,35.9081585870123,-79.1431526627189,2020-12-10,ok
efri,41.3225,-80.344141,2016-07-21,ko
efrn,41.309091,-80.46173,2016-07-20,ko
efsi,35.879648569946,-78.9149728745823,2015-07-23,ok
efsr,36.03,-78.72,2019-01-31,ok
efvi,40.462401,-79.362817,2017-07-19,ko
efxd,41.798303,-72.428591,2018-08-14,ko
efxe,35.98,-78.833196022407,2021-04-20,ok
efxp,35.51,-79.0939683851522,2017-10-27,ok
efyn,35.6674905701051,-79.2351021499325,2016-10-18,ok
efzc,41.474157,-79.436492,2018-09-12,ko
efzm,42.024803,-78.964352,2017-06-15,ok
efzt,35.0164,-120.586,2014-04-21,ko
efzw,37.4363,-120.036,2019-08-13,ko
egab,35.069,-78.8836540801322,2013-05-30,ko
egat,38.7778616587321,-75.314938322703,2020-07-30,ok
egbd,35.76,-79.0809178373756,2020-06-17,ok
egbq,35.78,-79.1104298715521,2017-07-24,ok
egct,45.3155,-92.56407,2017-08-09,ko
egdc,37.2583,-120.475,2021-09-22,ok
egdd,35.99,-76.61,2021-04-27,ko
egdh,35.7079715049517,-79.1599131985381,2016-06-22,ok
egdu,34.6721,-120.492,2016-04-20,ko
egfb,41.840964,-79.009164,2016-10-02,ok
egfe,35.7003597052369,-79.1740512919627,2013-08-07,ok
eggj,38.37611,-97.07583,2014-08-04,ok
eggo,35.7183778465198,-79.1405845463388,2019-09-01,ok
egha,35.976,-78.7628530158246,2016-08-09,ok
eghm,35.487,-79.0616880529625,2016-07-13,ok
egiy,35.8913569320745,-79.0086806960719,2020-11-19,ok
egjs,36.04,-76.61,2020-09-24,ko
egki,37.2764,-120.954,2020-03-10,ok
egkp,35.8697725509622,-78.8359302028748,2017-11-15,ok
egle,38.51586531,-95.73903003,2018-10-01,ko
egmo,33.4742,-117.138,2013-02-08,ko
egmr,35.7071464497378,-79.161445649224,2016-08-31,ok
egoj,37.2953,-120.85,2016-05-10,ok
egos,39.16654,-94.78202,2017-06-05,ko
egox,35.7200811863161,-79.1374207771809,2013-05-22,ok
egpf,41.702596,-85.022696,2019-06-17,ok
egpk,37.3609,-120.549,2016-01-07,ok
egqe,37.4542,-120.608,2019-02-06,ok
egqx,35.61133,-78.9731363499897,2016-05-25,ok
egra,36.3,-80.04,2019-08-22,ko
egrf,35.4265,-118.832,2021-07-20,ko
egrl,37.9286,-121.561,2019-04-09,ok
egsc,40.06617,-75.7212,2019-06-12,ok
egse,37.6003,-121.224,2017-04-11,ok
egtj,39.845,-95.376,2014-08-18,ko
eguo,37.9674,-121.464,2015-12-08,ok
egvk,35.478,-79.0577827754082,2016-09-15,ok
egwy,35.9018540843277,-79.0926946049937,2018-02-21,ok
egxa,37.8208,-121.5,2013-02-21,ok
egxi,36.42,-79.0765676547835,2019-07-29,ko
egxl,36.7962,-121.782,2020-12-29,ko
egxp,35.478,-79.0571401347979,2016-06-14,ok
egxr,35.6648557163576,-79.2399961053487,2018-04-11,ok
egyh,39.0223556408333,-86.4816555555556,2021-05-17,ok
ehab,35.68225,-79.07802,2015-08-24,ok
ehaq,41.102385,-76.660754,2018-08-07,ko
ehbt,38.2560566666667,-86.7764030555555,2021-06-21,ok
ehem,33.513,-117.269,2018-01-09,ko
ehen,35.8748037304445,-78.8761972243107,2020-09-24,ok
ehfr,35.6273556261544,-79.3096484607166,2015-08-06,ok
ehhp,35.6491530526104,-79.2691621022735,2017-01-24,ok
ehil,36.9425,-121.445,2020-12-28,ko
ehis,36.9044,-121.75,2020-12-29,ko
ehjs,35.7028082561941,-79.1695033737982,2014-07-15,ok
ehkh,37.4972,-121.083,2016-11-01,ok
ehki,37.6106,-121.229,2017-06-13,ok
ehkp,36.59538,-105.4172,2017-06-27,ok
ehln,35.7211191590045,-79.1354928553502,2018-06-25,ok
ehlo,35.9107984034073,-79.1642804208797,2013-05-15,ok
ehmb,35.6917631622023,-79.1900184394317,2018-06-13,ok
ehmd,38.51613412,-95.70697032,2015-10-19,ko
ehok,37.2141,-120.561,2014-06-10,ok
ehou,35.6942117131595,-79.1854705212672,2016-09-20,ok
ehqa,35.64607,-78.6810761636492,2016-10-05,ok
ehqe,35.976,-78.7183604427565,2013-09-11,ok
ehqy,37.9475,-121.743,2013-08-20,ok
ehre,34.965,-79.0825985897408,2016-05-16,ko
ehry,36.9767,-121.51,2018-03-01,ko
ehrz,36.6291,-121.688,2018-12-01,ko
ehsk,39.90295,-98.03965,2019-06-17,ko
ehsm,36.7081,-121.6,2017-01-12,ko
ehtb,35.79,-79.0242665958911,2017-10-18,ok
ehua,37.2616,-120.906,2014-08-12,ok
ehud,35.6869991337097,-79.1988671062954,2021-07-12,ok
eiad,35.7244726092285,-79.1292641848205,2016-07-20,ok
eiaj,36.06,-78.76,2017-03-28,ok
eibm,38.2399,-121.565,2014-05-20,ok
eicp,38.3103,-121.598,2021-08-10,ok
eidd,40.59839,-79.9971,2019-08-22,ko
eiec,36.3708,-119.429,2018-05-22,ko
eieg,35.8665116012978,-78.8098312074997,2016-05-09,ok
eiei,35.61,-78.9515114681074,2018-06-11,ok
eiek,35.6471835659709,-79.2728202103624,2018-03-22,ok
eiez,35.7094353125891,-79.157194334418,2016-08-31,ok
eigt,40.47027,-79.366941,2017-07-19,ko
eihh,35.8,-79.0400854416809,2017-09-20,ok
eijl,35.6342222147083,-79.2968945162986,2015-07-07,ok
eikg,45.45,-82.915,2015-08-07,ok
eilm,42.49864,-77.12653,2017-09-10,ko
eimh,35.04,-79.1200200468122,2017-08-04,ko
eimu,37.0062,-120.6,2021-05-11,ko
einx,45.178333,-86.375,2014-08-09,ok
eiqo,43.503333,-79.353333,2018-04-09,ok
eiqs,42.51001915,-72.28161616,2017-07-30,ok
eirs,37.5582,-121.164,2020-09-08,ok
eito,35.7075988993712,-79.1606052730414,2016-08-10,ok
eitw,35.8849282027361,-78.9572283909039,2017-10-18,ok
eiuz,35.6493127407163,-79.2688654989149,2016-12-13,ok
eiwo,41.24561,-109.59262,2021-09-28,ko
eixq,35.8691824743563,-78.8312075275213,2017-06-21,ok
eiyc,39.27623408,-94.89210787,2019-10-14,ko
eiyg,40.740409,-80.319441,2019-05-08,ko
eizo,35.6701786532211,-79.2301093267301,2015-07-23,ok
ejaa,42.383333,-87.0,2016-03-26,ok
ejay,35.6676236435267,-79.234854980467,2016-09-20,ok
ejbu,37.3772,-121.058,2014-12-04,ok
ejbv,41.63864,-80.31198,2021-09-02,ko
ejca,35.7048842015709,-79.1656475301369,2014-08-13,ok
ejcn,35.8853319393612,-78.9604596950932,2018-02-21,ok
ejdk,35.68,-79.1079581768975,2017-06-08,ok
ejfp,44.847993,-93.476318,2013-06-17,ok
ejgd,39.03917524,-95.69083603,2018-08-01,ko
ejhc,33.1303,-117.192,2015-05-06,ko
ejhf,35.65436,-79.0141490570077,2016-09-15,ok
ejiz,41.7098691666667,-85.0363,2016-08-30,ok
ejjc,37.5138,-121.16,2020-09-08,ok
ejje,41.2266,-123.7719,2018-09-26,ok
ejjk,39.03917524,-95.69083603,2016-08-09,ko
ejko,35.5031,-77.04231,2015-04-08,ko
ejla,37.515,-121.012,2014-04-08,ok
ejle,34.9638,-120.642,2017-09-27,ko
ejli,39.0803190688889,-86.4308666666667,2018-08-06,ok
ejmw,35.660943357763,-79.2472628876333,2020-03-11,ok
ejok,37.9539,-122.374,2014-02-08,ok
ejpn,41.4126,-76.58142,2020-07-23,ko
ejqk,35.7014509072939,-79.1720245023459,2013-04-23,ok
ejra,39.07775,-96.9059,2015-09-14,ok
ejrv,34.9638,-120.642,2019-01-17,ko
ejud,35.8680644344713,-78.8222593005355,2016-11-21,ok
ejug,36.00756,-78.9661766178896,2013-05-07,ok
ejuj,38.0739,-121.212,2016-01-06,ok
ejvn,35.695089997742,-79.1838392027951,2016-05-24,ok
ejwq,38.31806,-96.99139,2017-06-26,ok
ejxn,41.33533,-75.8939,2019-08-23,ok
ejxo,35.79,-79.0349443167992,2020-12-10,ok
ejxr,41.40065,-85.37023,2017-06-22,ok
ejyb,37.4806,-121.031,2013-08-13,ok
ejzf,41.33893,-75.88477,2019-04-16,ok
ejzo,35.1117,-118.615,2015-07-20,ko
ejzr,41.946667,-83.045,2016-08-10,ko
ekaf,37.1145,-120.89,2018-04-10,ok
ekaz,36.35,-79.1135936407101,2019-10-09,ko
ekbp,37.5582,-121.164,2014-06-10,ok
ekbs,40.982514,-81.098109,2017-04-05,ko
ekdh,48.0825,-89.252383,2015-08-28,ko
ekfq,38.7688166936239,-75.1965666611989,2016-09-14,ok
ekhg,41.40927,-72.52472,2021-06-01,ko
ekih,35.6626733122436,-79.2440496845823,2019-06-11,ok
ekiu,35.6684753134248,-79.233273095888,2016-05-24,ok
eklg,38.8121,-121.774,2019-01-08,ok
ekmt,35.69,-78.12,2020-09-03,ko
eknd,34.95,-79.0854657555402,2021-05-25,ko
ekoi,36.15071,-78.8595435796428,2015-09-01,ok
ekot,42.27144,-109.4346,2017-08-27,ok
ekqc,47.31062,-121.2989,2017-07-17,ok
ekqi,35.595,-105.681666,2019-09-18,ok
ekra,38.1602,-121.206,2016-01-06,ok
ekrd,34.942,-120.557,2019-01-17,ko
ekrs,35.6443091800646,-79.2781590708164,2019-08-22,ok
ekrt,35.8987794746441,-79.0680869807829,2016-09-20,ok
ekse,35.9054877139538,-79.1217763426974,2019-10-17,ok
eksk,35.8895867022567,-78.9945126700112,2020-02-03,ok
ekta,36.7085,-121.749,2014-04-30,ko
ektc,35.61133,-78.9838245100004,2016-09-15,ok
ekue,35.7256702700228,-79.1270396596313,2014-08-12,ok
ekux,36.14,-79.069399740285,2021-06-23,ok
ekvc,38.1526,-121.501,2017-02-28,ok
ekvi,35.794,-79.0126990649074,2015-03-24,ok
ekvs,35.8948352783833,-79.036519624472,2015-05-06,ok
ekwi,38.50599116,-95.70822548,2018-09-10,ko
ekwk,36.7962,-121.782,2018-09-19,ko
ekwm,35.7038196141981,-79.1676248858606,2014-07-15,ok
ekxf,39.1853,-121.704,2019-07-17,ok
ekym,35.5065,-79.0953031002657,2016-09-14,ok
ekzs,35.74,-79.88,2017-09-13,ko
elas,37.5477,-121.085,2015-06-09,ok
elbk,41.843527,-78.957332,2015-06-03,ok
elcc,43.83012559,-70.91540632,2017-08-02,ko
elco,38.7688166936239,-75.1965666611989,2019-02-13,ok
eldp,37.2486,-120.851,2015-09-22,ok
elej,35.6344883615515,-79.2964001773677,2015-06-10,ok
elhk,35.6498184197183,-79.2679262549462,2016-08-10,ok
elho,38.6726,-121.625,2020-01-23,ok
elhu,35.67,-79.0504171253373,2020-09-10,ok
elhz,41.55087787,-86.3616260258333,2019-08-13,ok
elin,35.61,-78.9982410979219,2021-06-15,ok
elje,40.418115,-76.592919,2018-06-21,ok
eljy,35.0164,-120.586,2013-03-26,ko
elle,36.7723,-121.788,2016-01-19,ko
ello,34.6721,-120.492,2019-01-16,ko
elmm,38.0455,-121.469,2017-06-20,ok
elnw,35.6776041501456,-79.2163172705572,2019-02-19,ok
elnz,39.3092,-121.595,2017-11-29,ok
eloa,43.443333,-77.438333,2018-04-11,ko
eloi,35.98,-78.8075941507533,2019-06-13,ok
elpi,37.2141,-120.561,2016-07-12,ok
elpz,35.51,-79.0927325378249,2017-06-24,ok
elqe,35.62476,-78.7151291385672,2016-08-31,ok
elqi,42.92186,-102.0378,2017-06-15,ok
elsf,35.6335568476004,-79.298130363626,2015-09-09,ok
elsk,43.89,-82.056667,2016-08-09,ok
elso,36.1606,-79.097626493241,2015-05-18,ok
elsp,35.68836,-78.70220392181,2016-09-15,ok
elva,36.115,-78.9109958848109,2013-09-19,ok
elwz,37.2953,-120.85,2017-06-13,ok
elxw,38.559166653951,-75.5733333587646,2020-08-20,ok
elyl,37.4125,-120.759,2013-10-15,ok
elzd,35.98,-78.8070970270319,2019-05-29,ok
embi,35.6366175362969,-79.2924454659203,2016-01-27,ok
emdf,35.6589206417549,-79.2510198635084,2021-06-17,ok
emdq,38.1156,-121.494,2020-04-28,ok
emga,39.61525,-84.9661444444445,2019-05-14,ko
emgh,34.6721,-120.492,2013-05-29,ko
emgt,35.27816,-79.0440895870214,2015-07-20,ok
emha,37.48693,-84.67911,2017-06-07,ok
emhj,34.85,-78.83,2019-03-14,ko
emhn,35.65,-78.6887815813314,2021-09-13,ok
emhz,35.6550348978445,-79.2582372119,2014-06-23,ok
emio,35.7162486717744,-79.1445392577862,2013-07-09,ok
emjg,35.7199214982102,-79.1377173805394,2013-06-24,ok
emku,34.941,-79.1015317707954,2016-07-25,ko
emmg,35.6885427853999,-79.195999940496,2020-07-15,ok
emmn,35.6572173019585,-79.2541836326663,2013-06-04,ok
emoe,35.6295912596371,-79.3054960136968,2014-10-08,ok
emqf,37.2764,-120.954,2020-10-13,ok
emqp,37.7705,-121.292,2013-10-08,ok
emqu,35.79,-79.0264416871872,2018-07-11,ok
emro,36.00756,-78.9694079220789,2013-08-12,ok
emsq,41.891667,-83.196667,2018-08-11,ko
emss,39.82640667,-95.52873464,2019-09-16,ko
emtd,41.946667,-83.045,2016-04-03,ko
emte,36.039,-79.0877397146225,2013-09-25,ok
emtm,35.6311615260118,-79.3025794140043,2015-07-07,ok
emud,38.307,-121.794,2017-12-26,ok
emyf,38.2996,-121.383,2019-05-21,ok
emyp,37.3204,-120.983,2021-04-13,ok
emzv,35.8631574816429,-78.7829865265425,2014-08-25,ok
emzx,37.1366,-120.762,2017-04-11,ok
enae,35.6833795366425,-79.205590115756,2015-10-12,ok
enav,35.98,-78.8187794344855,2020-02-26,ok
enaw,35.8853629960246,-78.9607082569539,2018-03-22,ok
enbg,38.790416653951,-75.1634500026703,2018-09-19,ok
encv,41.18277,-80.759996,2018-12-06,ko
eneb,35.893561955181,-79.0263285881827,2014-10-08,ok
enez,37.6399,-121.78,2017-03-14,ok
enfc,39.907,-95.904,2015-08-03,ko
enfw,37.8189,-121.358,2019-12-02,ok
engd,36.54,-79.0657416321961,2019-09-19,ko
engm,36.9634,-121.491,2020-04-28,ko
enib,35.6951166124263,-79.183789768902,2016-05-24,ok
enjx,35.51,-79.0935729140074,2017-08-22,ok
enkp,39.794631,-79.368053,2013-08-26,ko
enlf,35.51,-79.0946110257624,2018-07-19,ok
enlz,38.1156,-121.494,2017-03-21,ok
enng,36.42,-79.0773091631799,2019-09-18,ko
enqo,36.03,-78.69176432366,2020-12-09,ok
enqr,48.558833,-86.381117,2014-08-26,ko
ensd,35.674703149555,-79.2217055649043,2020-07-15,ok
ensq,36.9044,-121.75,2020-04-29,ko
ensu,37.5368,-121.049,2020-02-11,ok
entk,37.4542,-120.608,2019-07-09,ok
enve,35.7039793023041,-79.1673282825021,2014-08-13,ok
envh,35.976,-78.752910541396,2015-12-01,ok
enwi,35.88,-79.1235792871148,2014-08-12,ok
enxa,35.6449479324882,-79.2769726573822,2019-06-11,ok
enxh,35.8941209751235,-79.0308027016756,2015-02-11,ok
enyn,38.4831216812134,-75.1296916643778,2020-12-08,ok
enzc,41.286751,-80.428082,2017-06-21,ko
enzw,41.10361,-76.66064,2021-06-24,ko
eobk,35.98,-78.7844778977068,2017-12-14,ok
eobs,35.8712943274723,-78.8481097340499,2018-10-18,ok
eocj,36.9893,-121.533,2020-03-17,ko
eocm,35.73386,-79.0788910477588,2015-09-17,ok
eodb,37.3609,-120.549,2017-12-05,ok
eofr,36.028,-78.716,2016-04-13,ok
eohm,35.2469,-120.682,2013-12-18,ko
eohw,38.1602,-121.206,2019-02-05,ok
eoiw,37.3204,-120.983,2020-08-11,ok
eojr,35.74686,-79.0791382172243,2015-09-17,ok
eokv,39.82369,-75.64429,2017-09-05,ok
eolp,40.40575,-76.08039,2021-09-29,ok
eool,37.2486,-120.851,2021-05-11,ok
eopm,35.435,-78.8610349508071,2014-07-23,ok
eoqh,40.22953,-77.28103,2021-07-21,ok
eoqz,39.1766,-122.189,2014-08-20,ok
eorz,35.6423929227937,-79.2817183111191,2020-08-13,ok
eotj,39.16522,-96.91105,2017-08-28,ok
eoui,36.532781,-105.236671,2015-10-29,ok
eoum,38.1156,-121.494,2013-05-21,ok
eovu,35.911171083369,-79.1672631632083,2013-06-27,ok
eowb,35.7093820832205,-79.1572932022042,2016-08-31,ok
eowq,41.890646,-78.925275,2013-07-17,ok
eoxa,33.4779,-117.142,2017-09-07,ko
eoxd,41.949194,-79.89322,2013-04-23,ko
eoyi,41.17599,-105.24508,2021-07-21,ko
eozh,34.941,-79.1012846013299,2016-07-25,ko
eozn,37.9674,-121.464,2013-04-02,ok
eozy,39.0223556408333,-86.4816555555556,2018-08-06,ok
epah,35.79,-79.0347960151199,2020-11-19,ok
